epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,2524.01,0.72627,0.59734,1.05409,0.93518,0.85779,0.90206,0.76173,0.67647,0.55453,1.04276,0.00159004,0.00159004,0.00159004
43,2584.21,0.74903,0.62231,1.05585,0.94485,0.82461,0.89743,0.75957,0.66651,0.56681,1.03119,0.00158004,0.00158004,0.00158004
44,2642.37,0.69466,0.59353,1.02676,0.93947,0.87716,0.91511,0.78167,0.63401,0.52337,0.98643,0.00157004,0.00157004,0.00157004
45,2700.79,0.69241,0.57484,1.03204,0.91009,0.88612,0.92069,0.80757,0.59243,0.47572,0.97466,0.00156004,0.00156004,0.00156004
46,2759.75,0.72403,0.59994,1.03673,0.93636,0.87236,0.91504,0.78457,0.60519,0.49565,0.98263,0.00155005,0.00155005,0.00155005
47,2818.51,0.69097,0.55342,1.01362,0.96057,0.8525,0.91539,0.79061,0.60385,0.51146,0.99383,0.00154005,0.00154005,0.00154005
48,2877.34,0.7156,0.58091,1.04352,0.9647,0.84914,0.91521,0.78414,0.61782,0.52745,1.00342,0.00153005,0.00153005,0.00153005
49,2936.41,0.71707,0.58166,1.05076,0.95524,0.84548,0.91003,0.77253,0.61709,0.49513,0.98524,0.00152005,0.00152005,0.00152005
50,2994.21,0.68469,0.57574,1.03135,0.92943,0.84341,0.91006,0.76888,0.6332,0.53919,0.98449,0.00151005,0.00151005,0.00151005
51,3051.56,0.66617,0.54063,1.02599,0.95171,0.85202,0.92356,0.77707,0.66746,0.50915,1.02863,0.00150005,0.00150005,0.00150005
52,3110.16,0.69529,0.5682,1.03143,0.98107,0.79477,0.90118,0.7688,0.6382,0.56894,0.99938,0.00149005,0.00149005,0.00149005
53,3168.62,0.6609,0.56266,1.01407,0.92093,0.88297,0.91928,0.77524,0.64662,0.48242,1.0252,0.00148005,0.00148005,0.00148005
54,3227.39,0.68042,0.52905,1.03248,0.96343,0.84575,0.90283,0.78051,0.61399,0.54688,0.97521,0.00147005,0.00147005,0.00147005
55,3285.75,0.68364,0.57373,1.03769,0.9426,0.8745,0.91884,0.80016,0.59586,0.48726,0.96417,0.00146005,0.00146005,0.00146005
56,3343.95,0.67824,0.56118,1.03485,0.96248,0.87285,0.92146,0.78433,0.60518,0.52774,0.99045,0.00145006,0.00145006,0.00145006
57,3402.6,0.68408,0.54792,1.03302,0.95407,0.86549,0.9305,0.79049,0.60851,0.51694,0.97936,0.00144006,0.00144006,0.00144006
58,3461.32,0.64082,0.54057,0.99624,0.95352,0.8676,0.92067,0.78115,0.64367,0.51195,0.98615,0.00143006,0.00143006,0.00143006
59,3519.58,0.66442,0.55047,1.01301,0.97676,0.86043,0.92598,0.79677,0.60285,0.47716,0.97729,0.00142006,0.00142006,0.00142006
60,3578.55,0.64547,0.51132,0.99917,0.9729,0.85329,0.92322,0.80194,0.55347,0.47838,0.95797,0.00141006,0.00141006,0.00141006
61,3636.97,0.66019,0.53532,1.01014,0.95728,0.84763,0.90931,0.79251,0.59003,0.541,0.96369,0.00140006,0.00140006,0.00140006
62,3694.88,0.62695,0.5105,0.99442,0.9703,0.86566,0.93208,0.80892,0.57312,0.46774,0.94704,0.00139006,0.00139006,0.00139006
63,3753.63,0.6545,0.52128,1.00737,0.97099,0.8612,0.92835,0.81346,0.56184,0.48297,0.95793,0.00138006,0.00138006,0.00138006
64,3812.23,0.62177,0.48253,0.98952,0.96513,0.8749,0.92547,0.79652,0.5942,0.4953,0.95187,0.00137006,0.00137006,0.00137006
65,3870.81,0.65376,0.50546,1.0059,0.9886,0.86155,0.91613,0.7989,0.58251,0.50562,0.95714,0.00136006,0.00136006,0.00136006
66,3929.09,0.63283,0.50672,0.99765,0.96492,0.89762,0.92493,0.80324,0.58322,0.44663,0.96678,0.00135007,0.00135007,0.00135007
67,3987.55,0.61024,0.49454,0.98566,0.95976,0.8776,0.92975,0.80782,0.58139,0.48172,0.96033,0.00134007,0.00134007,0.00134007
68,4045.67,0.61059,0.47927,0.96964,0.98819,0.84516,0.92639,0.80818,0.55417,0.49487,0.95654,0.00133007,0.00133007,0.00133007
69,4104.08,0.61039,0.4884,0.97807,0.95461,0.86666,0.93695,0.81405,0.58977,0.47389,0.96665,0.00132007,0.00132007,0.00132007
70,4162.27,0.58331,0.46626,0.97263,0.96521,0.88042,0.94285,0.81405,0.56123,0.44282,0.96122,0.00131007,0.00131007,0.00131007
71,4220.22,0.57987,0.46385,0.96509,0.943,0.89041,0.93398,0.80504,0.57363,0.46595,0.96699,0.00130007,0.00130007,0.00130007
72,4278.58,0.59943,0.47202,0.9785,0.95357,0.8856,0.9354,0.83049,0.51072,0.45285,0.92438,0.00129007,0.00129007,0.00129007
73,4337.19,0.59254,0.48022,0.97688,0.93985,0.86972,0.91212,0.80225,0.56419,0.50005,0.95658,0.00128007,0.00128007,0.00128007
74,4395.4,0.60444,0.49221,0.98802,0.96931,0.85274,0.92897,0.82486,0.5226,0.44637,0.9418,0.00127007,0.00127007,0.00127007
75,4453.76,0.61281,0.48869,0.98216,0.95436,0.87436,0.92269,0.81104,0.57649,0.46781,0.95403,0.00126007,0.00126007,0.00126007
76,4512.73,0.61684,0.48624,0.98313,0.96742,0.87192,0.92995,0.81089,0.5526,0.42106,0.95884,0.00125008,0.00125008,0.00125008
77,4571.71,0.59454,0.47312,0.97948,0.95199,0.84465,0.91359,0.7997,0.53632,0.52369,0.95031,0.00124008,0.00124008,0.00124008
78,4630.18,0.58238,0.45021,0.98117,0.97184,0.87353,0.92368,0.8106,0.56224,0.50657,0.96063,0.00123008,0.00123008,0.00123008
79,4688.44,0.5878,0.45339,0.96998,0.97741,0.87142,0.93083,0.82415,0.5033,0.40089,0.92804,0.00122008,0.00122008,0.00122008
80,4747.25,0.61542,0.46757,0.97716,0.94702,0.90919,0.93438,0.8289,0.54648,0.44232,0.95394,0.00121008,0.00121008,0.00121008
81,4806.19,0.56184,0.44377,0.95649,0.96124,0.90533,0.93736,0.82668,0.51177,0.41311,0.93778,0.00120008,0.00120008,0.00120008
82,4864.05,0.55755,0.42377,0.96256,0.98556,0.89201,0.94426,0.83961,0.50203,0.38923,0.92506,0.00119008,0.00119008,0.00119008
83,4923.41,0.56986,0.44532,0.96646,0.98881,0.89506,0.94018,0.83128,0.52077,0.39701,0.93443,0.00118008,0.00118008,0.00118008
84,4982.75,0.58684,0.4483,0.97282,0.98843,0.90335,0.94263,0.83295,0.52971,0.40841,0.93965,0.00117008,0.00117008,0.00117008
85,5041.42,0.59821,0.45947,0.97929,0.93643,0.90643,0.94158,0.82493,0.53223,0.41872,0.93398,0.00116008,0.00116008,0.00116008
86,5100.64,0.58198,0.44784,0.97068,0.97691,0.87652,0.94028,0.82462,0.52428,0.41522,0.92474,0.00115008,0.00115008,0.00115008
87,5159.42,0.56164,0.43248,0.95754,0.9592,0.90311,0.94462,0.83501,0.52348,0.40511,0.93439,0.00114009,0.00114009,0.00114009
88,5218.59,0.55075,0.41352,0.95242,0.96863,0.91013,0.94463,0.84516,0.49304,0.37817,0.91255,0.00113009,0.00113009,0.00113009
89,5278.58,0.53451,0.4086,0.94794,0.95667,0.91433,0.94793,0.84432,0.51153,0.38801,0.92083,0.00112009,0.00112009,0.00112009
90,5339.27,0.56318,0.44435,0.95986,0.96974,0.88884,0.93501,0.83294,0.51324,0.41703,0.93467,0.00111009,0.00111009,0.00111009
91,5398.04,0.54565,0.41745,0.94521,0.96389,0.90291,0.93489,0.83257,0.53838,0.42132,0.9454,0.00110009,0.00110009,0.00110009
92,5457.79,0.53555,0.41581,0.94145,0.98518,0.8837,0.9426,0.83749,0.50665,0.4085,0.9174,0.00109009,0.00109009,0.00109009
93,5517.51,0.54431,0.42065,0.94696,0.94777,0.8953,0.94347,0.84634,0.51711,0.41327,0.93231,0.00108009,0.00108009,0.00108009
94,5576.57,0.52347,0.40847,0.94225,0.96318,0.91475,0.94903,0.83964,0.53203,0.42294,0.92695,0.00107009,0.00107009,0.00107009
95,5635.08,0.55277,0.42149,0.96493,0.9458,0.87356,0.92351,0.8134,0.54954,0.4712,0.95557,0.00106009,0.00106009,0.00106009
96,5694.34,0.55207,0.43723,0.9586,0.96262,0.89538,0.94505,0.8438,0.4937,0.38256,0.9193,0.0010501,0.0010501,0.0010501
97,5752.36,0.53122,0.41235,0.94251,0.95587,0.89882,0.94233,0.85099,0.48192,0.40138,0.90908,0.0010401,0.0010401,0.0010401
98,5810.6,0.54067,0.40918,0.94746,0.96605,0.90436,0.93882,0.83673,0.50292,0.39821,0.92572,0.0010301,0.0010301,0.0010301
99,5869.34,0.53052,0.41048,0.94922,0.9624,0.90955,0.94408,0.84615,0.49565,0.39039,0.90397,0.0010201,0.0010201,0.0010201
100,5927.39,0.53252,0.41137,0.94265,0.94312,0.91294,0.94316,0.85533,0.462,0.38088,0.89951,0.0010101,0.0010101,0.0010101
101,5986.18,0.51963,0.41494,0.93661,0.92884,0.88967,0.9334,0.83263,0.50532,0.43274,0.91924,0.0010001,0.0010001,0.0010001
102,6044.25,0.5418,0.42736,0.93967,0.97267,0.89436,0.9402,0.83872,0.49205,0.37755,0.91836,0.000990101,0.000990101,0.000990101
103,6102.38,0.5297,0.40205,0.95192,0.97688,0.89203,0.94694,0.85152,0.49577,0.38715,0.91552,0.000980102,0.000980102,0.000980102
104,6160.85,0.51355,0.39379,0.93464,0.96327,0.85776,0.93354,0.82422,0.52718,0.44951,0.9362,0.000970103,0.000970103,0.000970103
105,6219.38,0.54852,0.41875,0.95009,0.96123,0.9068,0.95018,0.84575,0.50464,0.40249,0.92091,0.000960104,0.000960104,0.000960104
106,6278.5,0.51875,0.40033,0.93609,0.96838,0.89851,0.94184,0.83558,0.5065,0.37244,0.92708,0.000950105,0.000950105,0.000950105
107,6337.07,0.51994,0.39648,0.94891,0.94555,0.87562,0.92476,0.83596,0.51254,0.4123,0.94896,0.000940106,0.000940106,0.000940106
